opening,trap_name,clean_moves,commented_moves,metadata
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.Bc4 Nf4 4.Qf3 Ng6 5.Bxf7#,1.e4 Nf6 2.e5 Nd5 3.Bc4 Nf4 4.Qf3 Ng6 5.Bxf7 mate,"Wall - Challee, Internet 1996"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.Bc4 Nb6 4.Bxf7+ Kxf7 5.e6+ dxe6 6.Nf3 N8d7 7.Ng5+ Kf6 8.Qf3+ Ke5 9.Nf7+,"1.e4 Nf6 2.e5 Nd5 3.Bc4 Nb6 4.Bxf7+ Kxf7 5.e6+ dxe6 6.Nf3 N8d7 7.Ng5+ Kf6 8.Qf3+ Ke5 9.Nf7+, winning the Queen","Wall - Hayes, Dayton 1990"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.c5 Nd5 5.Bc4 Nb4 6.Qb3 e6 7.Qxb4,"1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.c5 Nd5 5.Bc4 Nb4 6.Qb3 e6 7.Qxb4, winning the Knight","Eckley - Knudsen, Iowa 1972"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.c5 Nd5 5.Nc3 Nxc3 6.dxc3 d6 7.Bg5 dxe5 8.Qb3 Nd7 9.Bc4,"1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.c5 Nd5 5.Nc3 Nxc3 6.dxc3 d6 7.Bg5 dxe5 8.Qb3 Nd7?? [Black should play 8…f6 or 8…Qd7] 9.Bc4, threatening 10.Bxf7 mate","Mazukewitsch - Kandaurov, Tula 1967"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.d4 Nc6 5.d5 Nxe5 6.c5 Nbc4 7.f4,1.e4 Nf6 2.e5 Nd5 3.c4 (or 4.d4) 3...Nb6 4.d4 Nc6 5.d5 Nxe5 6.c5 Nbc4 7.f4 and White wins a piece (7...Ng6 8.Bxc4),"Borochow - Fine, Pasadena 1932"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.d4 d6 5.Bd3 dxe5 6.dxe5 N8d7 7.e6 Nf6 8.exf7+ Kxf7 9.Bg6+ 10.Qxd8,"1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.d4 d6 5.Bd3 dxe5 6.dxe5 N8d7 7.e6 Nf6 (7...fxe6 8.Qh5+ g6 9.Qxg6+ hxg6 10.Bxf6 mate) 8.exf7+ Kxf7 9.Bg6+! and 10.Qxd8, winning the Queen","Wren - Mayfield, Halifax 1941"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.Nf3 d6 4.Bc4 Be6 5.Nf3 Nb6 6.Bxe6 fxe6 7.Ng5 h6 8.Nxe6 Qd7 9.Qh5+ g6 10.Qxg6#,1.e4 Nf6 2.e5 Nd5 3.Nf3 d6 4.Bc4 Be6 [usual is 4…Nb6] 5.Nf3 Nb6? [best is 5…Nc6] 6.Bxe6 fxe6 7.Ng5 h6?? [Black should play 7…Nc6] 8.Nxe6 Qd7 9.Qh5+ g6 10.Qxg6 mate,"Wren - Sprow, Boston 1944"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.Nf3 d6 4.Bc4 Nb6 5.Bxf7+ Kxf7 6.Ng5+ Kg8 7.Qf3 Qe8 8.e6 h6 9.Qf7+ Qxf7 10.exf7#,1.e4 Nf6 2.e5 Nd5 3.Nf3 d6 4.Bc4 Nb6 5.Bxf7+ Kxf7 6.Ng5+ Kg8 7.Qf3 (threatening 8.Qf7 mate) 7...Qe8 8.e6 h6 9.Qf7! Qxf7 10.exf7 mate,"Powers - Dake, Milwaukee 1937"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.d4 Nc6 4.Nf3 f6 5.exf6 gxf6 6.c4 Nb6 7.d5 Ne5 8.Nxe5 fxe5 9.Qh5#,1.e4 Nf6 2.e5 Nd5 3.d4 Nc6 4.Nf3 f6?! 5.exf6 gxf6? [better is 5…exf6] 6.c4 Nb6 7.d5 Ne5 [if 7…Nb4 8.Ne5 is strong] 8.Nxe5 and if 8…fxe5 9.Qh5 is checkmate,"Wawryk - Martel, Internet 1996"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 e6 5.Qd3 dxe5 6.Nxe5 Qf6 7.Qg3 Nd7 8.Bg5 Qf5 9.Bd3,"1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 e6 5.Qd3 dxe5 6.Nxe5 Qf6 7.Qg3 Nd7 8.Bg5 Qf5 9.Bd3, winning the Queen","Wall - Rasmussen, Tacoma 1970"
Alekhine’s Defense,Alekhine’s Defense,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.Nf3 Nc6 6.e6 fxe6 7.Ng5 Qd7 8.Bd3 e5 9.Qh5+ g6 10.Bxg6+ hxg6 11.Qxg6+ Kd8 12.Nf7+ Ke8 13.Nxh8+,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.Nf3 Nc6 6.e6!? fxe6 7.Ng5 Qd7 [perhaps better is 7…e5] 8.Bd3 e5?? [Best for Black is 8…g6] 9.Qh5+ g6 10.Bxg6+ hxg6 11.Qxg6+ Kd8 12.Nf7+ Ke8 13.Nxh8+ wins the Rook,"Richter - Jurgschat, Berlin 1952"
Basman’s Defense,Basman’s Defense,1.e4 g5 2.Nc3 f5 3.Qh5#,1.e4 g5 2.Nc3 f5?? 3.Qh5 mate,"Mayfield - Trinks, Omaha 1959"
Basman’s Defense,Basman’s Defense,1.e4 g5 2.Bc4 Bg7 3.Qh5 e6 4.Nf3 h6 5.d3 Nf6 6.Bxg5 Nxh5 7.Bxd8 Bxb2,"1.e4 g5 2.Bc4 Bg7 3.Qh5 e6 4.Nf3 h6 5.d3 Nf6 6.Bxg5 Nxh5 7.Bxd8 Bxb2, winning the rook","Aaron - Wall, Internet 1996"
Basman’s Defense,Basman’s Defense,1.e4 g5 2.d3 h6 3.Ne2 d6 4.Ng3 Nf6 5.Bd2 Bg7 6.Bc3 h5 7.Be2 g4 8.Nd2 Nc6 9.d4 d5 10.e5 Ng8 11.Bb5 f5 12.f4 Qd7 13.Nb3 b6 14.Nxf5 Bf8 15.Qe2 a6 16.e6,1.e4 g5 2.d3 h6 3.Ne2 d6 4.Ng3 Nf6 5.Bd2 Bg7 6.Bc3 h5 7.Be2 g4 8.Nd2 Nc6 9.d4 d5 10.e5 Ng8 11.Bb5 f5 12.f4 Qd7 13.Nb3 b6 14.Nxf5 Bf8 15.Qe2 a6?? 16.e6,"Inkeroinen - Heinola, Tampere 1984"
Basman’s Defense,Basman’s Defense,1.e4 g5 2.d4 Bg7 3.Bc4 c6 4.Bc4 c6 5.e5 d5 6.Bd3 c5 7.Bb5+ Nc6 8.dxc5 Bxe5 9.Qxd5 Qxd5,"1.e4 g5 2.d4 Bg7 [2…f6?? 3.Qh5 mate, Klip - Bottema, Dieren 1990] 3.Bc4 c6 4.Bc4 c6 5.e5 d5 6.Bd3 c5 7.Bb5+ Nc6 8.dxc5 Bxe5 9.Qxd5?? Bxc3+ 10.bxc3 Qxd5, winning the Queen","Kuuti - Heinola, Scandinavia 1983"
Basman’s Defense,Basman’s Defense,1.e4 g5 2.d4 h6 3.Nc3 Bg7 4.h4 gxh4 5.Nf3 d6 6.Nxh4 Nf6 7.Bf4 c6 8.Qd2 Ng4 9.O-O-O Qa5 10.Bc4 b5 11.Nxb5 Qxd2+ 12.Rxd2 cxb5 13.Bd5,"1.e4 g5 2.d4 h6 3.Nc3 Bg7 4.h4 gxh4 5.Nf3 d6 6.Nxh4 Nf6 7.Bf4 c6 8.Qd2 Ng4 9.O-O-O Qa5 10.Bc4 b5 11.Nxb5 Qxd2+ 12.Rxd2 cxb5 13.Bd5, winning the rook","Wallwork - Thornton, England 1989"
Basman’s Defense,Basman’s Defense,1.e4 g5 2.d4 h6 3.Bd3 Bg7 4.h4 gxh4 5.Nf3 d5 6.e5 c5 7.c3 Bg4 8.Rxh4 h5 9.dxc5 Nc6 10.e6 Bxe6 11.Ng5 Bg4 12.Qb3 Qc7 13.Qxd5 Nh6 14.Na3 Rd8 15.Nb5 Qb8 16.Qc4 Ne5,1.e4 g5 2.d4 h6 3.Bd3 Bg7 4.h4 gxh4 5.Nf3 d5 6.e5 c5 7.c3 Bg4 8.Rxh4 h5 9.dxc5 Nc6 10.e6 Bxe6 11.Ng5 Bg4 12.Qb3 Qc7 13.Qxd5 Nh6 14.Na3 Rd8 15.Nb5 Qb8 16.Qc4 Ne5,"D. MacDonald - Basman, England 1981"
Basman’s Defense,Basman’s Defense,1.e4 g5 2.Nf3 f6 3.d4 c6 4.Ne5 dxe5 5.Qh5#,1.e4 g5 2.Nf3 f6 3.d4 c6 4.Ne5 dxe5?? 5.Qh5 mate,"Morin - Forscutt, Internet 1994"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.Na3 b4 5.Nc2 d6 6.e3 e6 7.Bd3 exd5 8.Qf3 Bg4 9.Qf4 dxc4 10.Bxc4 d5 11.Qe5+ Be6 12.Bb5+ Nbd7 13.Bc6 Rc8 14.Bxd7+ Qxd7 15.Nf3 h6 16.O-O Bd6,1.d4 Nf6 2.c4 c5 3.d5 b5 4.Na3 b4 5.Nc2 d6 6.e3 e6 7.Bd3 exd5 8.Qf3 Bg4 9.Qf4 dxc4 10.Bxc4 d5 11.Qe5+ Be6 12.Bb5+ Nbd7 13.Bc6 Rc8 14.Bxd7+ Qxd7 15.Nf3 h6 16.O-O?? [16.b3 to allow the Queen to escape] 16…Bd6 traps the Queen,"J Reyes - Wall, San Antonio 1992"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.b3 bxc4 5.bxc4 d6 6.Nc3 g6 7.e4 Bg6 8.Nf3 Nxe4 9.Nxe4 Bxa1,1.d4 Nf6 2.c4 c5 3.d5 b5 4.b3 bxc4 5.bxc4 d6 6.Nc3 g6 7.e4 Bg6 8.Nf3?? [8.Rb1 should be played] 8…Nxe4 9.Nxe4 Bxa1 win the exchange,"Puffy - Wall, Internet 1996"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nd2 Qa5 5.e4 Nxe4 6.b4 Qxb4 7.Rb1 Qc3 8.Rxb5 Qd4 9.Nxe4 Qxe4+ 10.Be3 g6 11.Nf3 Bg7 12.Bd3 Qg4 13.h3 Qxg2 14.Rh2,"1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nd2 Qa5 5.e4 Nxe4 6.b4 Qxb4 7.Rb1 Qc3 8.Rxb5 Qd4 9.Nxe4 Qxe4+ 10.Be3 g6 11.Nf3 Bg7 [perhaps 11…d6 to provide an escape route for the Queen] 12.Bd3 Qg4 13.h3 Qxg2 14.Rh2, trapping the Queen","Dobosz - Massing, Goch 1991"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nf3 bxc4 5.Nc3 g6 6.e4 d6 7.Bxc4 Bg7 8.e5 dxe5 9.Nxe5 O-O 10.O-O Nbd7 11.Nc6 Qe8 12.Re1,1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nf3 bxc4 5.Nc3 g6 6.e4 d6 7.Bxc4 Bg7 8.e5 dxe5 9.Nxe5 O-O 10.O-O Nbd7 11.Nc6 and White wins the e-pawn after 11…Qe8 12.Re1,"Gokhale - Cadillon, Linares 1997"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nf3 g6 5.g3 Bg7 6.Bg2 d6 7.cxb5 a6 8.bxa6 Qa5+ 9.Nc3 Ne4 10.Qc2 Nxc3 11.Bd2 Qa4,1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nf3 g6 5.g3 Bg7 6.Bg2 d6 7.cxb5 a6 8.bxa6 Qa5+ 9.Nc3 Ne4 10.Qc2? [10.Bd2] 10…Nxc3 11.Bd2 Qa4! If 12.b3 Qe4 and Black wins a piece,"Spassov - Adorjan, Sochi 1977"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.Bg5 Ne4 5.Bf4 Qa5+ 6.Nd2 bxc4 7.Qc2 Nf6 8.e4 d6 9.Bxc4 g6 10.e5 Nh5 11.Be3 dxe5 12.d6 Bb7 13.Bxf7+ Kxf7 14.Qb3+ Bc8 15.Qd5,"1.d4 Nf6 2.c4 c5 3.d5 b5 4.Bg5 Ne4 5.Bf4 Qa5+ 6.Nd2 bxc4 7.Qc2 Nf6 [other ideas are 7...f5 and 7...c3] 8.e4 d6 9.Bxc4 g6 10.e5 Nh5 11.Be3 dxe5 12.d6 Bb7? [better is 12…Nd7; not 12...exd6 13.Qe4, winning the Rook] 13.Bxf7+! Kf7 [13…Kxf7 14.Qb3+ and 15.Qxb7] 14.Qb3+ Bc8 [14…Bxg2 15.Bd5 Bxh1 16.Qb7+ wins] 15.Qd5, winning the rook","Z. Polgar - E. Ivanov, Varna 1981"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 6.Nxb5 Ba6 7.e3 Bxb5,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 [or 5...Qa5] 6.Nxb5?! [6.e4 is the book move] 6…Ba6 7.e3? [7.Nc3] 7…Bxb5 wins a piece since 8.Bxb5 Qa5+ and 9…Qxb5 wins the Bishop,"Kirchenhoff - Foldi, Dortmund 1986"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 6.e4 b4 7.Nb5 Nxe4 8.Qe2 Nf6 9.Nd6#,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 6.e4 b4 [or 6...Qa5] 7.Nb5 Nxe4 [safer is 7...d6] 8.Qe2 Nf6?? [Black must play 8…f5] 9.Nd6 mate,"Hultin - Fromme, Sweden 1992"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 d6 6.e4 axb5 7.Bf4 b4 8.Nb5 Nxe4 9.Qe2 Nf6 10.Nxd6+,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 d6 6.e4 [or 6.bxa6] 6...axb5 [other ideas are 6...Qa5 and 6...Bg4] 7.Bf4 [or 7.Bxb5+] 7...b4 8.Nb5 Nxe4 [or 8...Na6] 9.Qe2 Nf6?? [9…f5 or 9…g5] 10.Nxd6 [if 10…Kd7 11.Bb5+ Nc6 12.Bxc6 mate; 11...Kc7 12.Ne8 mate],"Buggler - Guarisco, 1987"
Benko Gambit,Benko Gambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.e3 axb5 6.Bxb5 Qa5+ 7.Nc3 Bb7 8.Bd2 Qb6 9.Bc4 e6 10.Bc1 Qb4 11.Qb3 exd5,"1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.e3 axb5 6.Bxb5 Qa5+ 7.Nc3 Bb7 8.Bd2 [or 8.Bc4] 8...Qb6 9.Bc4 [White can also try 9.Qb3] 9...e6 10.Bc1?! [10.Qb3 Qxb3 11.Bxb3 looks better] 10...Qb4 11.Qb3? [11.Bb5 or 11.Bd3 is best] 11…exd5 wins. If the Bishop retreats, then 12…Qxb3 13.axb3 Rxa1 wins a Rook. If 12.Qxb4 cxb4, White has two pieces hanging","Domanski - Schlesinger, Giessen 1991"
Benoni Defense,Benoni Defense,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Bf4 b6 8.e4 Bg7 9.Bb5+ Bd7 10.Bxd6 Bxb5 11.Nxb5 Nxe4 12.Nc7+ Kd7 13.Bf4 g5 14.Nxg5,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Bf4 b6 8.e4 Bg7? [8…a6 to prevent White’s next move] 9.Bb5+ Bd7 10.Bxd6 Bxb5 11.Nxb5 Nxe4 12.Nc7+ Kd7 13.Bf4 g5 14.Nxg5 wins the Rook,"Lev - Karp, Tel Aviv 1990"
Benoni Defense,Benoni Defense,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6 6.e4 Bc7 7.d6 Ba5 8.e5 Ne4 9.Qg4 Nxc3 10.Qxg7 Ne4+ 11.Ke2,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6 6.e4 Bc7 7.d6 Ba5 8.e5 Ne4 9.Qg4 Nxc3 10.Qxg7 Ne4+ 11.Ke2 win the Rook since 11…Rf8 fails to 12.Bh6,"Van Gisbergen - Lupu, Cappelle 1994"
Benoni Defense,Benoni Defense,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6 6.e4 g6 7.Nf3 Bg4 8.Be2 Qe7 9.O-O Nxe4 10.Qa4+ Nd7 11.Qxe4,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6 6.e4 g6 7.Nf3 Bg4 8.Be2 Qe7 9.O-O Nxe4?? [9…Bg7] 10.Qa4+ Nd7 11.Qxe4 wins the Knight,"Wall - Campelli, Dayton 1984"
Benoni Defense,Benoni Defense,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6 6.g3 Bc7 7.d6 Ba5 8.Bg2 O-O 9.Nh3 Nc6 10.O-O Re8 11.Nd5 Re6 12.Nd5 Re6 13.f4 Re8 14.Qd3 g6 15.f5 c4 16.Qxc4 Ne5 17.Qh4 Nh5 18.g4,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6 6.g3 Bc7 7.d6 Ba5 8.Bg2 O-O 9.Nh3 Nc6 10.O-O Re8 11.Nd5 Re6 12.Nd5 Re6 13.f4 Re8 14.Qd3 g6 15.f5 c4 16.Qxc4 Ne5 17.Qh4 Nh5 18.g4 traps the Knight,"Knaak - Hector, Kecskemet 1987"
"Benoni Defense, Old Benoni",Old Benoni,1.d4 c5 2.d5 Na6 3.Nf3 d6 4.e4 Bg4 5.Ne5 Qa5+ 6.Bd2 dxe5 7.Bxa5 Bxd1 8.Bb5#,1.d4 c5 2.d5 Na6 3.Nf3 d6 4.e4 Bg4 5.Ne5!? Qa5+ [better is 5…dxe5 6.Qxg4; not 5…Bxd1? 6.Bb5+ Qd7 7.Bxd7+ Kd8 8.Nxf7+] 6.Bd2 dxe5?? 7.Bxa5 Bxd1 8.Bb5 mate,"Charosh - Jaffe, New York 1936"
"Benoni Defense, Old Benoni",Old Benoni,1.d4 c5 2.d5 e5 3.dxe6 fxe6 4.e4 e5 5.Qh5+ g6 6.Qxe5+,1.d4 c5 2.d5 e5 3.dxe6 fxe6 4.e4 e5?? [4…Nc6] 5.Qh5+ g6 6.Qxe5+ wins the Rook,"Wall - Zxcmi, Internet 1996"
"Benoni Defense, Old Benoni",Old Benoni,1.d4 c5 2.d5 e6 3.e4 exd5 4.exd5 Bd6 5.Nf3 b6 6.Bd3 Qe7+ 7.Be3 Nf6 8.O-O Nxd5 9.Re1 O-O 10.Bxh7+ Kxh7 11.Qxd5,1.d4 c5 2.d5 e6 3.e4 exd5 4.exd5 Bd6 5.Nf3 b6 6.Bd3 Qe7+ 7.Be3 Nf6 8.O-O Nxd5? [8…O-O or 8…Na6] 9.Re1 [threatening 10.Bg5] 9…O-O 10.Bxh7+ Kxh7 11.Qxd5 wins a Knight,"Wall - Greg, Internet 1996"
"Benoni Defense, Old Benoni",Old Benoni,1.d4 c5 3.d5 d6 3.e4 g6 4.Nc3 Bg7 5.Nf3 Na6 6.Be2 Nc7 7.O-O Nf6 8.Bf4 O-O 9.h3 b5 10.e5 dxe5 11.Nxe5 b4 12.Nc6 Qd7 13.Nb5 Ncxd5 14.Ne5 Qd8 15.Nc6 Qb6 16.Bf3 Bb7,1.d4 c5 3.d5 d6 3.e4 g6 4.Nc3 Bg7 5.Nf3 Na6 6.Be2 Nc7 7.O-O Nf6 8.Bf4 O-O 9.h3 b5 10.e5 dxe5 11.Nxe5 b4 12.Nc6 Qd7 13.Nb5? [13.Bxc7] 13…Ncxd5 14.Ne5 Qd8 15.Nc6 Qb6 16.Bf3 Bb7 wins a piece,"D. Gurevich - GNUSURF, 1995"
"Benoni Defense, Old Benoni",Old Benoni,1.d4 c5 2.d5 d6 3.e4 g6 4.Nc3 Bg7 5.Nf3 Na6 6.Bc4 Bd7 7.a4 Nc7 8.O-O Rb8 9.Bf4 f6 10.Qe2 Nh6 11.e5 fxe5 12.Nxe5 dxe5 13.Bxe5 Bxe5 14.Qxe5 Nf7 15.Qg7 Bf5 16.d6 e6 17.dxc7 Qxc7 18.Rfe1 Qe7 19.Bb5+ Kd8 20.Rad1 Kc8 21.Rd7,1.d4 c5 2.d5 d6 3.e4 g6 4.Nc3 Bg7 5.Nf3 Na6 6.Bc4 Bd7 7.a4 Nc7 8.O-O Rb8 9.Bf4 f6 10.Qe2 Nh6 11.e5 fxe5 12.Nxe5 dxe5 13.Bxe5 Bxe5 14.Qxe5 Nf7 15.Qg7 Bf5? 16.d6 e6 17.dxc7 Qxc7 18.Rfe1 and if 18…Qe7 19.Bb5+ Kd8 20.Rad1 Kc8 21.Rd7 wins the Knight,"Vogel - Suhl, Germany 1993"
